Job ID,Submission Time,Stage IDs,Completion Time
0,1483714826332,[0],NOVAL
1,1483714826373,[1],NOVAL
2,1483714826418,[2],NOVAL
1,NOVAL,NOVAL,1483714829075
2,NOVAL,NOVAL,1483714829520
0,NOVAL,NOVAL,1483714829589
3,1483714830944,"[5, 6, 3, 4]",NOVAL
3,NOVAL,NOVAL,1483714998160
