Job ID,Submission Time,Stage IDs,Completion Time
0,1483716285752,[0],NOVAL
1,1483716285814,[1],NOVAL
2,1483716285858,[2],NOVAL
2,NOVAL,NOVAL,1483716288304
1,NOVAL,NOVAL,1483716288665
0,NOVAL,NOVAL,1483716288727
3,1483716289985,"[5, 6, 3, 4]",NOVAL
3,NOVAL,NOVAL,1483716457548
