Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type,Reason
0,hadoop-d3-10g.bigdata.polimi,12,NODE_LOCAL,1490227739527,1490227742961,0,NOVAL,NOVAL,NOVAL,1968,1408,53,1819,0,0,0,ResultTask,Success
1,hadoop-d3-10g.bigdata.polimi,8,NODE_LOCAL,1490227739536,1490227742975,0,NOVAL,NOVAL,NOVAL,1981,1411,60,2942,0,0,0,ResultTask,Success
17,hadoop-d3-10g.bigdata.polimi,12,NODE_LOCAL,1490227745499,1490227749654,0,421179,148370741,29986,4008,128,0,2237,0,0,2,ShuffleMapTask,Success
3,hadoop-d2-10g.bigdata.polimi,11,NODE_LOCAL,1490227744879,1490227749715,0,44067,157986411,1346,3267,1533,50,2237,0,0,1,ShuffleMapTask,Success
4,hadoop-d3-10g.bigdata.polimi,12,NODE_LOCAL,1490227745493,1490227749725,0,413492,165443569,29388,4083,129,0,2237,0,0,2,ShuffleMapTask,Success
12,hadoop-d3-10g.bigdata.polimi,8,NODE_LOCAL,1490227745497,1490227749821,0,421505,164268574,29937,4181,122,0,2236,0,0,2,ShuffleMapTask,Success
2,hadoop-d4-10g.bigdata.polimi,10,NODE_LOCAL,1490227744877,1490227750105,0,44705,339643355,1378,3654,1539,96,2237,0,0,1,ShuffleMapTask,Success
24,hadoop-d3-10g.bigdata.polimi,8,NODE_LOCAL,1490227745501,1490227750261,0,413919,264392759,29422,4622,121,0,2236,0,0,2,ShuffleMapTask,Success
29,hadoop-d2-10g.bigdata.polimi,11,NODE_LOCAL,1490227749714,1490227750284,0,52355,133618456,3113,515,44,0,2237,0,0,2,ShuffleMapTask,Success
31,hadoop-d3-10g.bigdata.polimi,8,NODE_LOCAL,1490227749820,1490227750359,0,53662,124277505,3204,482,47,0,2236,0,0,2,ShuffleMapTask,Success
11,hadoop-d2-10g.bigdata.polimi,3,NODE_LOCAL,1490227745496,1490227750372,0,52643,174370831,3128,3291,1537,49,2236,0,0,2,ShuffleMapTask,Success
25,hadoop-d4-10g.bigdata.polimi,6,NODE_LOCAL,1490227745502,1490227750394,0,55253,191136753,3312,3352,1496,69,2236,0,0,2,ShuffleMapTask,Success
21,hadoop-d2-10g.bigdata.polimi,7,NODE_LOCAL,1490227745500,1490227750505,0,59609,176159725,3610,3385,1585,50,2236,0,0,2,ShuffleMapTask,Success
15,hadoop-d4-10g.bigdata.polimi,2,NODE_LOCAL,1490227745498,1490227750713,0,53770,315112816,3207,3671,1498,62,2236,0,0,2,ShuffleMapTask,Success
34,hadoop-d2-10g.bigdata.polimi,11,NODE_LOCAL,1490227750282,1490227750795,0,60591,117547496,3672,458,44,0,2237,0,0,2,ShuffleMapTask,Success
7,hadoop-d1-10g.bigdata.polimi,13,NODE_LOCAL,1490227745495,1490227751010,0,67723,217607919,4155,3786,1680,81,2237,0,0,2,ShuffleMapTask,Success
41,hadoop-d1-10g.bigdata.polimi,13,NODE_LOCAL,1490227751009,1490227751712,0,56600,157408632,3403,639,54,0,2237,0,0,2,ShuffleMapTask,Success
14,hadoop-d4-10g.bigdata.polimi,10,NODE_LOCAL,1490227745498,1490227751978,0,417869,144794961,29731,5530,925,0,2237,0,0,2,ShuffleMapTask,Success
42,hadoop-d1-10g.bigdata.polimi,13,NODE_LOCAL,1490227751711,1490227752275,0,55200,143447977,3305,503,50,0,2237,0,0,2,ShuffleMapTask,Success
30,hadoop-d3-10g.bigdata.polimi,12,NODE_LOCAL,1490227749724,1490227752412,0,432832,115218645,30844,2643,35,31,2237,0,0,2,ShuffleMapTask,Success
28,hadoop-d3-10g.bigdata.polimi,12,NODE_LOCAL,1490227749652,1490227752534,0,419707,118822214,29829,2831,39,31,2237,0,0,2,ShuffleMapTask,Success
13,hadoop-d4-10g.bigdata.polimi,6,NODE_LOCAL,1490227745497,1490227752675,0,419917,152935129,29847,5648,1496,69,2236,0,0,2,ShuffleMapTask,Success
