Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type
3,10.0.0.18,6,PROCESS_LOCAL,1483718969472,1483718971954,0,NOVAL,NOVAL,NOVAL,1369,1056,0,8304,0,0,1,ResultTask
2,10.0.0.18,19,PROCESS_LOCAL,1483718969471,1483718972016,0,NOVAL,NOVAL,NOVAL,1271,1234,0,8504,0,0,1,ResultTask
1,10.0.0.5,9,PROCESS_LOCAL,1483718969455,1483718972463,0,NOVAL,NOVAL,NOVAL,1606,1099,0,799255,0,0,0,ResultTask
5,10.0.0.15,13,PROCESS_LOCAL,1483718969498,1483718972477,0,NOVAL,NOVAL,NOVAL,1782,1062,0,2316,0,0,2,ResultTask
4,10.0.0.17,5,PROCESS_LOCAL,1483718969494,1483718972497,0,NOVAL,NOVAL,NOVAL,1724,1109,0,14606,0,0,2,ResultTask
0,10.0.0.4,14,PROCESS_LOCAL,1483718969434,1483718972545,0,NOVAL,NOVAL,NOVAL,1692,1148,0,809337,0,0,0,ResultTask
37,10.0.0.4,14,PROCESS_LOCAL,1483718974203,1483718989164,0,41820432,207482346,1440568,14619,165,46,2449,0,0,3,ShuffleMapTask
51,10.0.0.17,5,PROCESS_LOCAL,1483718974220,1483718989352,0,41754036,257194483,1438480,14818,272,215,2450,0,0,3,ShuffleMapTask
42,10.0.0.18,19,PROCESS_LOCAL,1483718974210,1483718989658,0,41753869,218315397,1439029,15175,164,69,2451,0,0,3,ShuffleMapTask
44,10.0.0.5,9,PROCESS_LOCAL,1483718974214,1483718989709,0,41775682,275394367,1439869,15369,95,48,2448,0,0,3,ShuffleMapTask
18,10.0.0.5,9,PROCESS_LOCAL,1483718974172,1483718989907,0,41776200,235770926,1439662,15567,98,48,2448,0,0,3,ShuffleMapTask
25,10.0.0.17,5,PROCESS_LOCAL,1483718974184,1483718989988,0,41756096,217805302,1439351,15457,278,215,2450,0,0,3,ShuffleMapTask
39,10.0.0.18,6,PROCESS_LOCAL,1483718974206,1483718990016,0,41774329,339489070,1440367,15655,119,190,2450,0,0,3,ShuffleMapTask
13,10.0.0.18,6,PROCESS_LOCAL,1483718974166,1483718990356,0,41815084,388417156,1441540,15998,118,190,2450,0,0,3,ShuffleMapTask
16,10.0.0.18,19,PROCESS_LOCAL,1483718974168,1483718990435,0,41690723,219969553,1437537,15954,241,137,2451,0,0,3,ShuffleMapTask
11,10.0.0.4,14,PROCESS_LOCAL,1483718974164,1483718990474,0,41801088,254582840,1440282,15930,305,179,2449,0,0,3,ShuffleMapTask
