Job ID,Submission Time,Stage IDs,Completion Time
0,1483043712874,[0],NOVAL
1,1483043712930,[1],NOVAL
2,1483043712989,[2],NOVAL
2,NOVAL,NOVAL,1483043718797
1,NOVAL,NOVAL,1483043718993
0,NOVAL,NOVAL,1483043719792
3,1483043721896,"[5, 6, 3, 4]",NOVAL
3,NOVAL,NOVAL,1483044311036
