Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type
5,10.0.0.17,22,PROCESS_LOCAL,1483714052997,1483714055405,0,NOVAL,NOVAL,NOVAL,1204,1148,0,8304,0,0,2,ResultTask
2,10.0.0.24,10,PROCESS_LOCAL,1483714052976,1483714055669,0,NOVAL,NOVAL,NOVAL,1515,1127,0,14606,0,0,1,ResultTask
0,10.0.0.12,20,PROCESS_LOCAL,1483714052900,1483714056044,0,NOVAL,NOVAL,NOVAL,1709,1155,0,809338,0,0,0,ResultTask
4,10.0.0.4,13,PROCESS_LOCAL,1483714052996,1483714056610,0,NOVAL,NOVAL,NOVAL,2020,1547,0,8503,0,0,2,ResultTask
3,10.0.0.4,26,PROCESS_LOCAL,1483714052978,1483714056819,0,NOVAL,NOVAL,NOVAL,2236,1559,0,2315,0,0,1,ResultTask
1,10.0.0.15,19,PROCESS_LOCAL,1483714052943,1483714057223,0,NOVAL,NOVAL,NOVAL,2309,1822,0,799256,0,0,0,ResultTask
35,10.0.0.4,13,PROCESS_LOCAL,1483714058774,1483714073928,0,40397587,245741284,1440460,14874,217,148,2449,0,0,3,ShuffleMapTask
49,10.0.0.12,20,PROCESS_LOCAL,1483714058800,1483714074160,0,40382379,191947140,1442041,15212,94,56,2451,0,0,3,ShuffleMapTask
20,10.0.0.15,19,PROCESS_LOCAL,1483714058749,1483714074226,0,40357927,244743784,1439377,15109,279,183,2451,0,0,3,ShuffleMapTask
9,10.0.0.4,13,PROCESS_LOCAL,1483714058737,1483714074268,0,40374192,229923981,1439460,15219,221,148,2449,0,0,3,ShuffleMapTask
23,10.0.0.12,20,PROCESS_LOCAL,1483714058753,1483714074289,0,40380338,202128049,1439916,15341,101,56,2451,0,0,3,ShuffleMapTask
46,10.0.0.15,19,PROCESS_LOCAL,1483714058794,1483714074299,0,40243972,212188031,1437234,15188,273,183,2451,0,0,3,ShuffleMapTask
12,10.0.0.4,26,PROCESS_LOCAL,1483714058739,1483714074567,0,40378232,200603703,1439786,15633,100,78,2449,0,0,3,ShuffleMapTask
38,10.0.0.4,26,PROCESS_LOCAL,1483714058779,1483714074633,0,40375059,195065795,1439920,15700,98,78,2449,0,0,3,ShuffleMapTask
50,10.0.0.17,22,PROCESS_LOCAL,1483714058801,1483714075141,0,40338822,245680719,1440762,16031,259,159,2451,0,0,3,ShuffleMapTask
24,10.0.0.17,22,PROCESS_LOCAL,1483714058757,1483714075242,0,40389087,271049421,1439681,16139,259,159,2451,0,0,3,ShuffleMapTask
7,10.0.0.12,7,PROCESS_LOCAL,1483714058735,1483714075607,0,40377230,224953012,1439790,15497,1266,141,2450,0,0,3,ShuffleMapTask
57,10.0.0.24,10,PROCESS_LOCAL,1483714058813,1483714076071,0,40288449,260617850,1439698,16942,145,83,2451,0,0,3,ShuffleMapTask
22,10.0.0.5,11,PROCESS_LOCAL,1483714058752,1483714076100,0,40336523,231118668,1438672,16145,1097,165,2449,0,0,3,ShuffleMapTask
45,10.0.0.22,16,PROCESS_LOCAL,1483714058790,1483714076147,0,40300445,221720940,1439552,16202,1091,142,2451,0,0,3,ShuffleMapTask
21,10.0.0.6,4,PROCESS_LOCAL,1483714058750,1483714076161,0,40381772,398123443,1439168,16189,1124,134,2448,0,0,3,ShuffleMapTask
28,10.0.0.25,21,PROCESS_LOCAL,1483714058763,1483714076251,0,40355534,250156543,1439078,15946,1441,167,2451,0,0,3,ShuffleMapTask
51,10.0.0.23,5,PROCESS_LOCAL,1483714058805,1483714076379,0,40272696,214437960,1438480,16397,1123,175,2450,0,0,3,ShuffleMapTask
15,10.0.0.24,23,PROCESS_LOCAL,1483714058741,1483714076392,0,40381064,233216349,1439751,16309,1237,224,2451,0,0,3,ShuffleMapTask
31,10.0.0.24,10,PROCESS_LOCAL,1483714058768,1483714076448,0,40351204,193520071,1438934,17321,277,206,2451,0,0,3,ShuffleMapTask
8,10.0.0.17,9,PROCESS_LOCAL,1483714058736,1483714076535,0,40419479,231170733,1440830,16546,1138,161,2450,0,0,3,ShuffleMapTask
43,10.0.0.5,24,PROCESS_LOCAL,1483714058788,1483714076546,0,40293888,260090436,1439356,16446,1241,196,2449,0,0,3,ShuffleMapTask
17,10.0.0.5,24,PROCESS_LOCAL,1483714058744,1483714076547,0,40352242,257787919,1439302,16453,1241,196,2449,0,0,3,ShuffleMapTask
19,10.0.0.22,16,PROCESS_LOCAL,1483714058748,1483714076568,0,40347830,270902849,1438808,16632,1091,142,2451,0,0,3,ShuffleMapTask
18,10.0.0.18,14,PROCESS_LOCAL,1483714058747,1483714076621,0,40385117,393521756,1439662,16532,1240,215,2451,0,0,3,ShuffleMapTask
47,10.0.0.6,4,PROCESS_LOCAL,1483714058795,1483714076665,0,40293540,389736439,1438929,16695,1121,134,2448,0,0,3,ShuffleMapTask
52,10.0.0.23,17,PROCESS_LOCAL,1483714058806,1483714076791,0,40330953,221728578,1440611,16753,1178,229,2451,0,0,3,ShuffleMapTask
26,10.0.0.23,17,PROCESS_LOCAL,1483714058761,1483714076942,0,40399224,218949950,1440230,16907,1184,229,2451,0,0,3,ShuffleMapTask
56,10.0.0.22,3,PROCESS_LOCAL,1483714058811,1483714076993,0,40350774,433037127,1441166,16956,1167,164,2450,0,0,3,ShuffleMapTask
30,10.0.0.22,3,PROCESS_LOCAL,1483714058766,1483714077023,0,40473354,472743797,1442767,16990,1176,164,2450,0,0,3,ShuffleMapTask
10,10.0.0.6,18,PROCESS_LOCAL,1483714058737,1483714077063,0,40347599,233359352,1438919,16944,1273,161,2449,0,0,3,ShuffleMapTask
33,10.0.0.12,7,PROCESS_LOCAL,1483714058771,1483714077067,0,40417334,219335521,1441303,16968,1257,141,2450,0,0,3,ShuffleMapTask
11,10.0.0.15,6,PROCESS_LOCAL,1483714058738,1483714077176,0,40397035,250076641,1440282,17088,1244,171,2450,0,0,3,ShuffleMapTask
16,10.0.0.18,1,PROCESS_LOCAL,1483714058742,1483714077242,0,40309636,228174503,1437537,17135,1262,136,2450,0,0,3,ShuffleMapTask
53,10.0.0.25,8,PROCESS_LOCAL,1483714058808,1483714077274,0,40305591,243764025,1440417,16955,1458,175,2450,0,0,3,ShuffleMapTask
34,10.0.0.17,9,PROCESS_LOCAL,1483714058772,1483714077282,0,40400881,229717084,1440831,17301,1137,161,2450,0,0,3,ShuffleMapTask
25,10.0.0.23,5,PROCESS_LOCAL,1483714058759,1483714077299,0,40362725,227588688,1439351,17322,1125,175,2450,0,0,3,ShuffleMapTask
41,10.0.0.24,23,PROCESS_LOCAL,1483714058785,1483714077310,0,40293752,256599459,1438879,17231,1232,224,2451,0,0,3,ShuffleMapTask
27,10.0.0.25,8,PROCESS_LOCAL,1483714058761,1483714077362,0,40391525,229946027,1439572,17050,1457,175,2450,0,0,3,ShuffleMapTask
54,10.0.0.25,21,PROCESS_LOCAL,1483714058809,1483714077367,0,40366603,199926729,1441813,17067,1437,167,2451,0,0,3,ShuffleMapTask
42,10.0.0.18,1,PROCESS_LOCAL,1483714058786,1483714077530,0,40289792,207383687,1439029,17427,1260,136,2450,0,0,3,ShuffleMapTask
36,10.0.0.6,18,PROCESS_LOCAL,1483714058776,1483714077536,0,40389891,407517133,1440443,17417,1272,161,2449,0,0,3,ShuffleMapTask
48,10.0.0.5,11,PROCESS_LOCAL,1483714058798,1483714077618,0,40323370,221211277,1440857,17666,1093,165,2449,0,0,3,ShuffleMapTask
44,10.0.0.18,14,PROCESS_LOCAL,1483714058789,1483714077690,0,40293526,251421222,1439869,17597,1235,215,2451,0,0,3,ShuffleMapTask
55,10.0.0.14,12,PROCESS_LOCAL,1483714058810,1483714077779,0,40331358,309240801,1440290,17382,1536,156,2451,0,0,3,ShuffleMapTask
13,10.0.0.14,25,PROCESS_LOCAL,1483714058739,1483714078068,0,40426877,244884988,1441540,17689,1524,180,2451,0,0,3,ShuffleMapTask
29,10.0.0.14,12,PROCESS_LOCAL,1483714058765,1483714078150,0,40397086,228974868,1440680,17756,1536,156,2451,0,0,3,ShuffleMapTask
37,10.0.0.15,6,PROCESS_LOCAL,1483714058778,1483714078259,0,40412808,183082309,1440568,18175,1240,171,2450,0,0,3,ShuffleMapTask
39,10.0.0.14,25,PROCESS_LOCAL,1483714058782,1483714078672,0,40378033,228422846,1440367,18301,1520,180,2451,0,0,3,ShuffleMapTask
6,10.0.0.11,2,PROCESS_LOCAL,1483714058733,1483714080269,0,40318452,252766944,1439555,17834,3548,165,2450,0,0,3,ShuffleMapTask
32,10.0.0.11,2,PROCESS_LOCAL,1483714058770,1483714080607,0,40359520,222527185,1439225,18178,3548,165,2450,0,0,3,ShuffleMapTask
40,10.0.0.11,15,PROCESS_LOCAL,1483714058783,1483714080944,0,40346803,246244504,1440672,18508,3554,180,2451,0,0,3,ShuffleMapTask
14,10.0.0.11,15,PROCESS_LOCAL,1483714058741,1483714081659,0,40386263,232799738,1440336,19223,3546,180,2451,0,0,3,ShuffleMapTask
59,10.0.0.12,20,PROCESS_LOCAL,1483714074158,1483714087605,0,40378072,155746262,1441962,13417,17,103,2451,0,0,3,ShuffleMapTask
65,10.0.0.4,26,PROCESS_LOCAL,1483714074631,1483714087926,0,40302056,183819702,1439588,13268,14,87,2449,0,0,3,ShuffleMapTask
58,10.0.0.4,13,PROCESS_LOCAL,1483714073925,1483714088213,0,40345678,162993755,1440621,14248,20,106,2449,0,0,3,ShuffleMapTask
61,10.0.0.4,13,PROCESS_LOCAL,1483714074267,1483714088324,0,40289978,163782283,1439201,14033,14,106,2449,0,0,3,ShuffleMapTask
62,10.0.0.12,20,PROCESS_LOCAL,1483714074288,1483714088373,0,40267963,148788928,1438520,14060,16,103,2451,0,0,3,ShuffleMapTask
64,10.0.0.4,26,PROCESS_LOCAL,1483714074565,1483714088586,0,40323587,167134354,1440364,13986,20,87,2449,0,0,3,ShuffleMapTask
60,10.0.0.15,19,PROCESS_LOCAL,1483714074225,1483714088703,0,40326234,162879551,1440079,14442,22,94,2451,0,0,3,ShuffleMapTask
66,10.0.0.17,22,PROCESS_LOCAL,1483714075139,1483714088994,0,40264490,162681640,1438692,13792,53,87,2451,0,0,3,ShuffleMapTask
68,10.0.0.12,7,PROCESS_LOCAL,1483714075606,1483714089336,0,40322423,152439867,1440003,13705,15,72,2450,0,0,3,ShuffleMapTask
67,10.0.0.17,22,PROCESS_LOCAL,1483714075240,1483714089400,0,40351512,181044831,1440759,14131,17,87,2451,0,0,3,ShuffleMapTask
70,10.0.0.5,11,PROCESS_LOCAL,1483714076098,1483714089545,0,40292778,151801704,1439659,13421,15,41,2449,0,0,3,ShuffleMapTask
79,10.0.0.5,24,PROCESS_LOCAL,1483714076541,1483714089705,0,40257104,155597747,1438495,13123,24,29,2449,0,0,3,ShuffleMapTask
63,10.0.0.15,19,PROCESS_LOCAL,1483714074297,1483714089722,0,40322295,173662291,1440087,15389,19,94,2451,0,0,3,ShuffleMapTask
88,10.0.0.12,7,PROCESS_LOCAL,1483714077066,1483714089992,0,40336875,150067054,1441493,12897,16,72,2450,0,0,3,ShuffleMapTask
82,10.0.0.6,4,PROCESS_LOCAL,1483714076664,1483714090065,0,40326599,173890973,1441353,13316,15,35,2448,0,0,3,ShuffleMapTask
72,10.0.0.6,4,PROCESS_LOCAL,1483714076160,1483714090070,0,40312031,219613295,1439511,13881,17,93,2448,0,0,3,ShuffleMapTask
73,10.0.0.25,21,PROCESS_LOCAL,1483714076250,1483714090128,0,40292012,160799532,1439682,13846,21,50,2451,0,0,3,ShuffleMapTask
83,10.0.0.23,17,PROCESS_LOCAL,1483714076790,1483714090267,0,40284872,159176127,1439995,13444,23,96,2451,0,0,3,ShuffleMapTask
78,10.0.0.5,24,PROCESS_LOCAL,1483714076540,1483714090273,0,40255219,187314071,1438706,13693,23,65,2449,0,0,3,ShuffleMapTask
75,10.0.0.24,23,PROCESS_LOCAL,1483714076390,1483714090336,0,40280528,559590061,1439204,13916,19,87,2451,0,0,3,ShuffleMapTask
95,10.0.0.25,8,PROCESS_LOCAL,1483714077362,1483714090439,0,40270098,187906057,1439693,13050,17,45,2450,0,0,3,ShuffleMapTask
77,10.0.0.17,9,PROCESS_LOCAL,1483714076534,1483714090447,0,40320701,156174743,1441549,13878,21,34,2450,0,0,3,ShuffleMapTask
71,10.0.0.22,16,PROCESS_LOCAL,1483714076146,1483714090495,0,40308054,196307720,1440549,14318,21,97,2451,0,0,3,ShuffleMapTask
76,10.0.0.24,10,PROCESS_LOCAL,1483714076447,1483714090501,0,40358178,173334071,1442157,14022,21,85,2451,0,0,3,ShuffleMapTask
69,10.0.0.24,10,PROCESS_LOCAL,1483714076070,1483714090520,0,40279567,318898375,1438396,14422,19,85,2451,0,0,3,ShuffleMapTask
90,10.0.0.18,1,PROCESS_LOCAL,1483714077240,1483714090582,0,40351291,154608498,1441666,13313,19,36,2450,0,0,3,ShuffleMapTask
92,10.0.0.17,9,PROCESS_LOCAL,1483714077281,1483714090616,0,40294146,198524905,1439583,13302,23,67,2450,0,0,3,ShuffleMapTask
84,10.0.0.23,17,PROCESS_LOCAL,1483714076941,1483714090695,0,40307683,152815265,1440125,13727,16,96,2451,0,0,3,ShuffleMapTask
74,10.0.0.23,5,PROCESS_LOCAL,1483714076377,1483714090740,0,40285046,160373894,1439736,14336,16,99,2450,0,0,3,ShuffleMapTask
94,10.0.0.24,23,PROCESS_LOCAL,1483714077311,1483714090820,0,40334290,259366225,1441822,13481,17,87,2451,0,0,3,ShuffleMapTask
80,10.0.0.22,16,PROCESS_LOCAL,1483714076567,1483714090968,0,40250679,178175815,1438276,14350,39,97,2451,0,0,3,ShuffleMapTask
96,10.0.0.25,21,PROCESS_LOCAL,1483714077366,1483714090999,0,40350949,156255105,1441532,13607,16,86,2451,0,0,3,ShuffleMapTask
86,10.0.0.22,3,PROCESS_LOCAL,1483714077024,1483714091065,0,40248149,151760588,1438181,14000,30,82,2450,0,0,3,ShuffleMapTask
91,10.0.0.25,8,PROCESS_LOCAL,1483714077275,1483714091186,0,40260541,161000694,1438651,13881,17,82,2450,0,0,3,ShuffleMapTask
93,10.0.0.23,5,PROCESS_LOCAL,1483714077298,1483714091246,0,40323145,217796127,1440811,13916,16,99,2450,0,0,3,ShuffleMapTask
81,10.0.0.18,14,PROCESS_LOCAL,1483714076620,1483714091290,0,40339606,153636654,1441320,14644,16,110,2451,0,0,3,ShuffleMapTask
