Job ID,Submission Time,Stage IDs,Completion Time
0,1483714052843,[0],NOVAL
1,1483714052900,[1],NOVAL
2,1483714052962,[2],NOVAL
2,NOVAL,NOVAL,1483714056615
1,NOVAL,NOVAL,1483714056825
0,NOVAL,NOVAL,1483714057225
3,1483714058648,"[5, 6, 3, 4]",NOVAL
3,NOVAL,NOVAL,1483714226643
