Task ID,Host,Executor ID,Locality,Launch Time,Finish Time,Getting Result Time,Shuffle Bytes Written,Shuffle Write Time,Shuffle Records Written,Executor Run Time,Executor Deserialize Time,JVM GC Time,Result Size,Memory Bytes Spilled,Disk Bytes Spilled,Stage ID,Task Type
2,10.0.0.25,21,PROCESS_LOCAL,1483714826423,1483714828683,0,NOVAL,NOVAL,NOVAL,1172,1026,0,8504,0,0,1,ResultTask
3,10.0.0.4,2,PROCESS_LOCAL,1483714826425,1483714829068,0,NOVAL,NOVAL,NOVAL,1417,1179,0,8303,0,0,1,ResultTask
5,10.0.0.18,12,PROCESS_LOCAL,1483714826447,1483714829233,0,NOVAL,NOVAL,NOVAL,1636,1102,0,2316,0,0,2,ResultTask
4,10.0.0.18,25,PROCESS_LOCAL,1483714826444,1483714829518,0,NOVAL,NOVAL,NOVAL,1786,1236,0,14606,0,0,2,ResultTask
1,10.0.0.14,7,PROCESS_LOCAL,1483714826408,1483714829530,0,NOVAL,NOVAL,NOVAL,1771,1144,0,799256,0,0,0,ResultTask
0,10.0.0.18,25,PROCESS_LOCAL,1483714826376,1483714829588,0,NOVAL,NOVAL,NOVAL,1741,1250,0,809338,0,0,0,ResultTask
51,10.0.0.4,2,PROCESS_LOCAL,1483714831124,1483714845496,0,42227713,237701393,1438480,14177,138,203,2448,0,0,3,ShuffleMapTask
53,10.0.0.25,21,PROCESS_LOCAL,1483714831127,1483714846094,0,42269713,235992577,1440417,14629,291,176,2451,0,0,3,ShuffleMapTask
24,10.0.0.18,25,PROCESS_LOCAL,1483714831073,1483714846511,0,42319501,432192443,1439681,15279,64,181,2451,0,0,3,ShuffleMapTask
40,10.0.0.14,7,PROCESS_LOCAL,1483714831105,1483714846683,0,42301626,230136812,1440672,15456,76,188,2450,0,0,3,ShuffleMapTask
57,10.0.0.18,12,PROCESS_LOCAL,1483714831133,1483714846812,0,42249679,195882844,1439698,15528,104,185,2451,0,0,3,ShuffleMapTask
27,10.0.0.25,21,PROCESS_LOCAL,1483714831075,1483714846850,0,42338266,213835529,1439572,15386,291,176,2451,0,0,3,ShuffleMapTask
50,10.0.0.18,25,PROCESS_LOCAL,1483714831122,1483714847146,0,42294327,417432793,1440762,15914,61,181,2451,0,0,3,ShuffleMapTask
25,10.0.0.4,2,PROCESS_LOCAL,1483714831074,1483714847273,0,42303313,223592849,1439351,15937,160,203,2448,0,0,3,ShuffleMapTask
31,10.0.0.18,12,PROCESS_LOCAL,1483714831090,1483714847569,0,42285298,245786606,1438934,16285,106,185,2451,0,0,3,ShuffleMapTask
12,10.0.0.23,13,PROCESS_LOCAL,1483714831059,1483714847722,0,42317850,242999406,1439786,15353,1199,171,2451,0,0,3,ShuffleMapTask
14,10.0.0.14,7,PROCESS_LOCAL,1483714831061,1483714847770,0,42332820,228146952,1440336,16546,76,188,2450,0,0,3,ShuffleMapTask
38,10.0.0.23,13,PROCESS_LOCAL,1483714831102,1483714848235,0,42310154,219452909,1439920,15872,1196,171,2451,0,0,3,ShuffleMapTask
47,10.0.0.12,18,PROCESS_LOCAL,1483714831117,1483714848338,0,42241477,233086685,1438929,16008,1137,224,2451,0,0,3,ShuffleMapTask
37,10.0.0.22,9,PROCESS_LOCAL,1483714831100,1483714848351,0,42343518,274424358,1440568,15937,1242,151,2450,0,0,3,ShuffleMapTask
8,10.0.0.23,26,PROCESS_LOCAL,1483714831056,1483714848359,0,42353361,195400615,1440830,16088,1104,244,2451,0,0,3,ShuffleMapTask
45,10.0.0.22,24,PROCESS_LOCAL,1483714831114,1483714848372,0,42254961,220837153,1439552,15955,1231,205,2451,0,0,3,ShuffleMapTask
32,10.0.0.17,22,PROCESS_LOCAL,1483714831092,1483714848404,0,42292661,371862247,1439225,16084,1153,156,2451,0,0,3,ShuffleMapTask
21,10.0.0.12,18,PROCESS_LOCAL,1483714831068,1483714848446,0,42306062,229546955,1439168,16124,1134,224,2451,0,0,3,ShuffleMapTask
15,10.0.0.6,17,PROCESS_LOCAL,1483714831061,1483714848449,0,42314245,374583720,1439751,16194,1084,158,2449,0,0,3,ShuffleMapTask
11,10.0.0.22,9,PROCESS_LOCAL,1483714831058,1483714848469,0,42328435,246670477,1440282,16057,1243,151,2450,0,0,3,ShuffleMapTask
28,10.0.0.4,16,PROCESS_LOCAL,1483714831076,1483714848728,0,42294530,240637897,1439078,16197,1334,161,2449,0,0,3,ShuffleMapTask
7,10.0.0.6,4,PROCESS_LOCAL,1483714831055,1483714848753,0,42310080,217128284,1439790,16347,1236,196,2448,0,0,3,ShuffleMapTask
29,10.0.0.25,8,PROCESS_LOCAL,1483714831077,1483714848809,0,42337615,248135683,1440680,16436,1182,173,2450,0,0,3,ShuffleMapTask
23,10.0.0.5,14,PROCESS_LOCAL,1483714831072,1483714848833,0,42315600,411227621,1439916,16531,1115,191,2449,0,0,3,ShuffleMapTask
36,10.0.0.12,5,PROCESS_LOCAL,1483714831098,1483714848882,0,42325992,249160993,1440443,16490,1224,192,2450,0,0,3,ShuffleMapTask
41,10.0.0.6,17,PROCESS_LOCAL,1483714831107,1483714848933,0,42242878,320008309,1438879,16682,1080,158,2449,0,0,3,ShuffleMapTask
18,10.0.0.24,20,PROCESS_LOCAL,1483714831065,1483714848949,0,42322830,196729900,1439662,16545,1220,170,2451,0,0,3,ShuffleMapTask
49,10.0.0.5,14,PROCESS_LOCAL,1483714831120,1483714849129,0,42336264,555202930,1442041,16829,1115,191,2449,0,0,3,ShuffleMapTask
